Date,Open,High Price,Low Price,Close,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
26-December-2014,2485.0,2510.9,2466.7,2505.5,2490.5710215523186,43522,5599,108394632.0,13845.0,31.81,44.2,20.5
29-December-2014,2505.1,2535.0,2505.1,2524.7,2521.3216740491825,26188,3593,66028372.0,11706.0,44.7,29.9,19.6
30-December-2014,2525.0,2542.3,2515.5,2531.3,2530.9708124499844,23743,4135,60092840.0,6198.0,26.1,26.8,6.3
31-December-2014,2526.0,2560.0,2526.0,2554.7,2544.263085134979,26041,4282,66255155.0,7556.0,29.02,34.0,28.7
01-January-2015,2554.35,2563.5,2542.0,2548.2,2548.91273531413,17636,3142,44952625.0,5729.0,32.48,21.5,-6.15
02-January-2015,2547.25,2589.0,2547.25,2570.85,2569.277150470857,88562,5697,227540323.0,69280.0,78.23,41.75,23.6
05-January-2015,2593.0,2599.05,2527.0,2537.9,2561.18355605333,65179,8523,166935383.0,17856.0,27.4,72.05,-55.1
06-January-2015,2527.0,2527.0,2440.05,2446.55,2469.648045135781,88267,14486,217988424.0,35843.0,40.61,86.95,-80.45
07-January-2015,2460.5,2479.0,2407.4,2416.8,2426.0526682894188,140502,9614,340865252.0,89487.0,63.69,71.6,-43.7
08-January-2015,2445.0,2450.0,2423.05,2443.85,2436.4319486146483,52622,6962,128209922.0,23569.0,44.79,26.95,-1.15
09-January-2015,2450.0,2518.0,2450.0,2512.2,2491.0409315455186,96356,13024,240026740.0,32332.0,33.55,68.0,62.2
12-January-2015,2520.0,2529.0,2480.85,2512.05,2499.0591395352444,64593,8315,161421727.0,25612.0,39.65,48.15,-7.95
13-January-2015,2515.3,2530.0,2480.25,2498.3,2508.244699478914,47401,9097,118893307.0,15750.0,33.23,49.75,-17.0
14-January-2015,2503.55,2530.8,2503.0,2518.15,2516.332984802432,41125,5398,103484194.0,8134.0,19.78,27.8,14.6
15-January-2015,2521.95,2583.5,2521.95,2545.0,2538.0203649649657,948639,17164,2407665101.0,833699.0,87.88,61.55,23.05
16-January-2015,2540.0,2545.0,2484.0,2531.9,2512.4662722601997,183736,19674,461630503.0,35040.0,19.07,61.0,-8.1
19-January-2015,2531.9,2552.7,2502.9,2509.75,2516.78737407084,46951,5977,118165684.0,13326.0,28.38,49.8,-22.15
20-January-2015,2526.9,2529.65,2483.25,2499.55,2498.1001975538834,90102,8370,225083824.0,43542.0,48.33,46.4,-27.35
21-January-2015,2516.0,2519.0,2490.1,2511.35,2507.0874182735392,60262,8242,151082102.0,17482.0,29.01,28.9,-4.65
22-January-2015,2511.9,2520.8,2495.0,2512.75,2508.395667357852,54978,7811,137906577.0,22640.0,41.18,25.8,0.85
23-January-2015,2505.0,2530.0,2495.1,2501.7,2507.412749127837,57902,7390,145184213.0,21380.0,36.92,34.9,-3.3
27-January-2015,2519.9,2519.9,2490.1,2502.8,2501.771076026977,52192,6186,130572436.0,31702.0,60.74,29.8,-17.1
28-January-2015,2503.0,2543.05,2501.35,2534.7,2528.4727207089704,85871,8643,217122481.0,39884.0,46.45,41.7,31.7
29-January-2015,2535.0,2558.4,2512.1,2541.35,2527.7809300300923,52837,5456,133560361.0,22340.0,42.28,46.3,6.35
30-January-2015,2545.0,2574.95,2470.15,2481.0,2500.668092641968,150774,28596,377035731.0,59750.0,39.63,104.8,-64.0
02-February-2015,2482.1,2520.0,2464.5,2512.8,2499.9019391889237,50846,6365,127110014.0,11125.0,21.88,55.5,30.7
03-February-2015,2501.0,2560.0,2501.0,2554.8,2536.436408539597,91105,9055,231082039.0,28073.0,30.81,59.0,53.8
04-February-2015,2565.0,2569.65,2503.45,2514.0,2521.8638088720213,48219,8618,121601751.0,15341.0,31.82,66.2,-51.0
05-February-2015,2515.0,2590.0,2515.0,2551.9,2572.781870177894,231486,13579,595562984.0,145349.0,62.79,75.0,36.9
06-February-2015,2552.0,2592.0,2551.9,2576.0,2578.8452874085,70492,10083,181787962.0,20751.0,29.44,40.1,24.0
09-February-2015,2575.0,2575.0,2501.0,2515.15,2532.2343843054823,57090,6706,144565261.0,18628.0,32.63,74.0,-59.85
10-February-2015,2505.0,2524.2,2436.0,2442.95,2471.669832258745,151841,18371,375300819.0,68694.0,45.24,88.2,-62.05
11-February-2015,2460.0,2487.6,2448.0,2460.15,2468.97798296728,55775,10725,137707247.0,17272.0,30.97,39.6,0.15
12-February-2015,2479.0,2479.0,2448.0,2462.8,2462.4005051084837,43555,9615,107249854.0,15837.0,36.36,31.0,-16.2
13-February-2015,2470.0,2546.75,2461.75,2538.65,2512.7394023560964,104410,13897,262355121.0,34785.0,33.32,85.0,68.65
16-February-2015,2550.0,2593.45,2550.0,2585.25,2577.178951044881,85895,10849,221366786.0,31248.0,36.38,43.45,35.25
18-February-2015,2587.0,2640.0,2565.55,2633.9,2602.1591988976525,126276,12362,328590255.0,49235.0,38.99,74.45,46.9
19-February-2015,2648.0,2685.0,2635.0,2679.7,2660.078432352096,80069,10705,212989820.0,25060.0,31.3,50.0,31.7
20-February-2015,2680.1,2694.95,2643.85,2674.85,2670.8877789400267,57360,7793,153202123.0,16728.0,29.16,51.1,-5.25
23-February-2015,2673.9,2719.9,2671.55,2695.05,2700.94251156515,62256,10329,168149877.0,17349.0,27.87,48.35,21.15
24-February-2015,2697.5,2727.0,2681.6,2707.15,2711.7742860449266,77771,9209,210897398.0,23053.0,29.64,45.4,9.65
25-February-2015,2708.0,2722.95,2668.0,2671.3,2691.958035635529,45348,6541,122074913.0,11232.0,24.77,54.95,-36.7
26-February-2015,2675.0,2694.2,2626.3,2656.35,2663.5953147993478,50286,7859,133941554.0,14274.0,28.39,67.9,-18.65
27-February-2015,2653.0,2670.9,2618.25,2663.75,2644.920795821593,58204,8298,153944970.0,11806.0,20.28,52.65,10.75
28-February-2015,2666.0,2689.9,2646.2,2675.3,2667.084021691153,63436,9209,169189142.0,10645.0,16.78,43.7,9.3
02-March-2015,2675.1,2707.0,2653.25,2670.15,2666.8071759765007,41193,7179,109853788.0,13391.0,32.51,53.75,-4.95
03-March-2015,2670.0,2790.0,2670.0,2774.7,2748.237582703917,117437,14958,322744777.0,33674.0,28.67,120.0,104.7
04-March-2015,2775.0,2810.0,2717.95,2743.4,2760.996164126192,89419,11904,246885516.0,24299.0,27.17,92.05,-31.6
05-March-2015,2748.0,2768.15,2686.0,2696.35,2711.02001002429,77811,11228,210947178.0,14285.0,18.36,82.15,-51.65
09-March-2015,2640.0,2680.25,2611.8,2643.15,2647.6846709686483,85387,11852,226077851.0,24205.0,28.35,68.45,3.15
10-March-2015,2643.25,2674.6,2595.35,2642.8,2633.372590962381,97238,15666,256063884.0,30615.0,31.48,79.25,-0.45
11-March-2015,2639.55,2661.35,2601.0,2609.35,2626.931857389304,79994,12671,210138787.0,24125.0,30.16,60.35,-30.2
12-March-2015,2616.0,2624.8,2591.0,2619.0,2609.1153010926887,58022,8099,151386088.0,14462.0,24.93,33.8,3.0
13-March-2015,2625.0,2638.6,2572.15,2581.05,2596.9885026548677,70625,16692,183412313.0,27875.0,39.47,66.45,-43.95
16-March-2015,2582.0,2609.95,2556.5,2565.35,2583.3928219692634,43661,6399,112793514.0,11387.0,26.08,53.45,-16.65
17-March-2015,2580.2,2605.5,2557.95,2580.9,2580.7366803908308,48819,6855,125988984.0,8331.0,17.07,47.55,0.7
18-March-2015,2590.0,2598.9,2554.5,2560.7,2564.2850041606443,45666,6440,117100639.0,11554.0,25.3,44.4,-29.3
19-March-2015,2585.0,2606.0,2569.2,2594.4,2595.906379179848,51527,13546,133759268.0,21164.0,41.07,36.8,9.4
20-March-2015,2600.0,2616.75,2589.3,2609.65,2608.5789437198564,100977,8085,263406476.0,66207.0,65.57,27.45,9.65
23-March-2015,2611.0,2630.75,2607.0,2610.55,2615.8564448188713,35610,4913,93150648.0,10569.0,29.68,23.75,-0.45
24-March-2015,2621.95,2636.0,2582.05,2593.55,2620.9736272287437,59114,6072,154936235.0,23899.0,40.43,53.95,-28.4
25-March-2015,2599.0,2614.0,2545.25,2573.1,2570.846803587988,108919,7129,280014063.0,16737.0,15.37,68.75,-25.9
26-March-2015,2557.8,2586.1,2501.65,2513.35,2539.930397635332,46349,7041,117723234.0,14599.0,31.5,84.45,-44.45
27-March-2015,2531.0,2571.25,2506.85,2516.2,2539.001220147069,61468,8985,156067327.0,19670.0,32.0,64.4,-14.8
30-March-2015,2525.0,2562.6,2518.1,2557.25,2543.6434001734783,39198,5780,99705734.0,10729.0,27.37,44.5,32.25
31-March-2015,2560.0,2567.4,2519.15,2547.05,2543.6300456409062,64635,8279,164407528.0,26102.0,40.38,48.25,-12.95
01-April-2015,2565.0,2565.0,2522.5,2543.4,2534.769578658118,174680,6540,442773550.0,148597.0,85.07,42.5,-21.6
06-April-2015,2555.0,2560.45,2503.65,2546.0,2528.383838383838,60489,8593,152939410.0,20623.0,34.09,56.8,-9.0
07-April-2015,2568.0,2592.0,2547.25,2586.1,2568.8166903174388,51443,8398,132147637.0,18219.0,35.42,44.75,18.1
08-April-2015,2588.0,2652.0,2581.25,2644.35,2632.0802068675644,54721,8762,144030061.0,20720.0,37.86,70.75,56.35
09-April-2015,2678.8,2683.95,2635.15,2661.15,2657.605316582323,67976,12050,180653379.0,26486.0,38.96,48.8,-17.65
10-April-2015,2655.0,2669.65,2628.8,2651.95,2647.695729442971,37700,5569,99818129.0,15392.0,40.83,40.85,-3.05
13-April-2015,2667.0,2667.0,2630.0,2650.25,2647.5938862307285,37620,6128,99602482.0,9039.0,24.03,37.0,-16.75
15-April-2015,2650.0,2712.0,2612.45,2624.7,2646.5486957698913,140351,11695,371445756.0,14342.0,10.22,99.55,-25.3
16-April-2015,2634.9,2634.9,2567.8,2585.2,2589.938277491222,115355,13991,298762330.0,36613.0,31.74,67.1,-49.7
17-April-2015,2561.0,2561.0,2471.0,2476.2,2490.089829634833,374431,38347,932366825.0,161089.0,43.02,90.0,-84.8
20-April-2015,2484.0,2486.0,2427.0,2430.65,2444.1310583909835,781148,18101,1909228088.0,70617.0,9.04,59.0,-53.35
21-April-2015,2438.9,2450.0,2402.0,2426.85,2428.104123918729,74565,11162,181051584.0,24261.0,32.54,48.0,-12.05
22-April-2015,2425.0,2468.15,2407.1,2447.9,2429.3230585106385,75200,10056,182685094.0,30147.0,40.09,61.05,22.9
23-April-2015,2472.1,2476.45,2433.0,2456.85,2458.45007772596,45030,7877,110704007.0,11215.0,24.91,43.45,-15.25
24-April-2015,2458.0,2515.0,2450.0,2496.9,2489.7867501073965,86129,11337,214442843.0,32539.0,37.78,65.0,38.9
27-April-2015,2509.0,2518.6,2486.35,2500.3,2502.1590475120747,62321,7985,155937054.0,31716.0,50.89,32.25,-8.7
28-April-2015,2505.0,2506.65,2456.1,2494.55,2476.388599194122,59066,9785,146270369.0,21408.0,36.24,50.55,-10.45
29-April-2015,2494.0,2495.0,2453.05,2485.65,2468.2311584878103,57506,7560,141938101.0,25232.0,43.88,41.95,-8.35
30-April-2015,2484.0,2484.0,2428.3,2466.65,2455.903156436421,96723,13592,237542321.0,32369.0,33.47,55.7,-17.35
04-May-2015,2482.0,2503.85,2457.15,2479.1,2476.2809791117725,52374,9904,129692740.0,18659.0,35.63,46.7,-2.9
05-May-2015,2501.25,2535.0,2500.15,2519.25,2516.527184516129,96875,12739,243788571.0,45638.0,47.11,34.85,18.0
06-May-2015,2511.0,2517.0,2456.6,2462.85,2467.8729708183305,114147,13277,281700296.0,61425.0,53.81,60.4,-48.15
07-May-2015,2465.0,2556.0,2460.0,2543.3,2520.667166066737,102790,16041,259099378.0,46269.0,45.01,96.0,78.3
08-May-2015,2552.0,2586.8,2520.05,2530.7,2551.848517333248,63433,11573,161871407.0,16211.0,25.56,66.75,-21.3
11-May-2015,2545.0,2562.85,2526.25,2555.8,2550.103920953576,31880,3479,81297313.0,7071.0,22.18,36.6,10.8
12-May-2015,2555.0,2559.25,2515.35,2521.2,2526.3271637122,30688,3228,77527928.0,6598.0,21.5,43.9,-33.8
13-May-2015,2525.85,2545.0,2483.95,2519.95,2514.4940746554807,77717,5644,195418936.0,24244.0,31.2,61.05,-5.9
14-May-2015,2528.5,2528.5,2486.25,2499.95,2498.1248006988667,418964,5876,1046624359.0,379085.0,90.48,42.25,-28.55
15-May-2015,2508.0,2530.0,2501.0,2509.65,2511.557041370664,16751,1913,42071092.0,4132.0,24.67,29.0,1.65
18-May-2015,2515.0,2525.0,2495.0,2519.35,2501.686106367088,915772,9580,2290974089.0,865918.0,94.56,30.0,4.35
19-May-2015,2520.0,2529.5,2498.3,2511.95,2511.290231963849,106439,3466,267299221.0,70583.0,66.31,31.2,-8.05
20-May-2015,2528.0,2563.7,2520.0,2557.55,2549.0673893338762,54059,3821,137800034.0,18279.0,33.81,43.7,29.55
21-May-2015,2559.9,2580.0,2549.0,2557.65,2566.5450503092666,35083,3026,90042100.0,9302.0,26.51,31.0,-2.25
22-May-2015,2555.5,2629.0,2541.05,2619.55,2583.594543749221,368898,5597,953082860.0,335192.0,90.86,87.95,64.05
25-May-2015,2620.0,2633.2,2588.1,2601.4,2607.130460291216,37498,2950,97762178.0,13783.0,36.76,45.1,-18.6
26-May-2015,2603.15,2622.0,2590.0,2606.35,2609.7182507245293,26914,2416,70237957.0,8982.0,33.37,32.0,3.2
27-May-2015,2595.0,2631.5,2592.0,2616.55,2614.929665637114,48241,3623,126146822.0,24962.0,51.74,39.5,21.55
28-May-2015,2600.0,2624.9,2582.9,2609.95,2604.8208362900477,38049,3429,99110828.0,11855.0,31.16,42.0,9.95
29-May-2015,2611.35,2646.95,2599.4,2610.6,2617.453896945513,97987,6582,256476455.0,28091.0,28.67,47.55,-0.75
01-June-2015,2610.25,2644.85,2607.6,2616.4,2621.254790516401,36948,3057,96850122.0,12538.0,33.93,37.25,6.15
02-June-2015,2628.0,2630.5,2591.0,2600.45,2609.500791750348,51784,4956,135130389.0,17728.0,34.23,39.5,-27.55
03-June-2015,2609.95,2625.0,2592.0,2610.75,2611.303739061257,50280,4597,131296352.0,17770.0,35.34,33.0,0.8
04-June-2015,2620.0,2622.0,2590.5,2606.2,2607.403250661473,34393,3185,89676420.0,9386.0,27.29,31.5,-13.8
05-June-2015,2584.55,2605.0,2568.0,2572.35,2592.251209854817,111377,4507,288717163.0,62505.0,56.12,37.0,-12.2
08-June-2015,2598.0,2598.0,2564.6,2578.65,2576.82852811624,34962,3248,90091079.0,14975.0,42.83,33.4,-19.35
09-June-2015,2575.0,2588.0,2550.0,2558.1,2568.833637889241,26815,2382,68883274.0,6833.0,25.48,38.0,-16.9
10-June-2015,2564.0,2610.0,2564.0,2602.05,2586.798029447089,44962,3347,116307613.0,17569.0,39.08,46.0,38.05
11-June-2015,2605.0,2625.0,2551.0,2571.0,2583.93748502994,41750,3728,107879390.0,11424.0,27.36,74.0,-34.0
12-June-2015,2574.85,2588.05,2477.0,2512.05,2525.257896875265,105833,8599,267255619.0,23106.0,21.83,111.05,-62.8
15-June-2015,2500.0,2519.9,2482.0,2511.8,2506.1109232363115,102314,3631,256410233.0,63060.0,61.63,37.9,11.8
16-June-2015,2512.1,2516.4,2495.0,2511.05,2508.8819011504597,31118,2291,78071387.0,7956.0,25.57,21.4,-1.05
17-June-2015,2511.0,2530.05,2503.2,2514.95,2516.102232055704,46101,3705,115994829.0,18013.0,39.07,26.85,3.95
18-June-2015,2515.0,2545.8,2511.0,2528.55,2533.676961177071,41187,3653,104354553.0,15558.0,37.77,34.8,13.55
19-June-2015,2539.9,2560.0,2530.0,2551.1,2544.850111783272,30416,2793,77404161.0,9747.0,32.05,30.0,11.2
22-June-2015,2552.55,2605.0,2552.0,2595.7,2588.3612035543965,29147,2672,75442964.0,8645.0,29.66,53.0,43.15
23-June-2015,2600.0,2600.0,2571.05,2577.7,2586.813116465643,72794,2974,188304474.0,48406.0,66.5,28.95,-22.3
24-June-2015,2582.0,2585.8,2560.0,2568.4,2576.335806507144,58090,2810,149659347.0,35843.0,61.7,25.8,-13.6
25-June-2015,2567.0,2574.0,2546.5,2551.75,2558.5313371495668,27252,2634,69725096.0,7798.0,28.61,27.5,-15.25
26-June-2015,2553.0,2598.0,2553.0,2594.05,2576.380368463348,33599,2656,86563804.0,8268.0,24.61,45.0,41.05
29-June-2015,2580.0,2603.2,2546.0,2593.55,2568.1822995610323,50801,4342,130466229.0,9180.0,18.07,57.2,13.55
30-June-2015,2590.0,2590.0,2547.0,2552.2,2559.4368546757305,54430,4028,139310148.0,12869.0,23.64,43.0,-37.8
01-July-2015,2565.0,2599.0,2560.15,2591.8,2583.1153273583473,32915,3337,85023241.0,8661.0,26.31,38.85,26.8
02-July-2015,2608.8,2608.8,2575.0,2580.85,2584.0550403003194,36228,2812,93615146.0,10108.0,27.9,33.8,-27.95
03-July-2015,2577.0,2608.65,2571.0,2604.8,2594.93724360061,29495,3790,76537674.0,14224.0,48.23,37.65,27.8
06-July-2015,2590.0,2643.4,2581.9,2632.8,2614.862035541196,46425,4310,121394970.0,14875.0,32.04,61.5,42.8
07-July-2015,2635.0,2646.65,2604.9,2619.05,2626.2918156738533,39148,3552,102814072.0,10089.0,25.77,41.75,-15.95
08-July-2015,2601.0,2622.45,2584.1,2594.05,2599.646777319289,151706,5527,394382014.0,111755.0,73.67,38.35,-6.95
09-July-2015,2600.0,2600.0,2505.75,2521.4,2541.583657707279,129994,10611,330390626.0,43756.0,33.66,94.25,-78.6
10-July-2015,2562.0,2562.0,2455.0,2471.9,2489.0484624919227,303348,23576,755047873.0,104706.0,34.52,107.0,-90.1
13-July-2015,2484.0,2518.3,2480.0,2508.6,2502.0469511433207,64024,4657,160191054.0,20057.0,31.33,38.3,24.6
14-July-2015,2509.0,2511.8,2491.0,2499.5,2499.508440809478,47685,3205,119189060.0,17416.0,36.52,20.8,-9.5
15-July-2015,2503.0,2550.0,2503.0,2546.25,2533.675892934736,46028,4087,116620034.0,17985.0,39.07,47.0,43.25
16-July-2015,2541.0,2558.45,2526.0,2538.15,2541.598646679673,40493,3564,102916954.0,9509.0,23.48,32.45,-2.85
17-July-2015,2541.0,2567.0,2541.0,2559.35,2555.6011930823124,36544,3115,93391890.0,8395.0,22.97,26.0,18.35
20-July-2015,2559.0,2589.0,2554.35,2579.55,2571.223474035833,32930,2648,84670389.0,13162.0,39.97,34.65,20.55
21-July-2015,2579.5,2599.05,2556.0,2562.85,2574.2599697122664,39620,3053,101992180.0,11962.0,30.19,43.05,-16.65
22-July-2015,2560.0,2567.9,2521.4,2528.1,2531.800730830435,67868,6976,171828252.0,30083.0,44.33,46.5,-31.9
23-July-2015,2535.0,2538.45,2483.0,2487.95,2505.8687347067644,63345,4541,158734255.0,26001.0,41.05,55.45,-47.05
24-July-2015,2514.0,2517.0,2493.85,2503.75,2505.2175103112118,26670,2213,66814151.0,7006.0,26.27,23.15,-10.25
27-July-2015,2500.0,2505.0,2482.05,2496.9,2497.0974825923945,65345,5207,163172835.0,41736.0,63.87,22.95,-3.1
28-July-2015,2500.0,2518.95,2492.05,2501.5,2509.228005570169,32315,3066,81085703.0,14711.0,45.52,26.9,1.5
29-July-2015,2512.0,2515.45,2484.9,2508.1,2503.8168971048804,39273,2976,98332401.0,14419.0,36.71,30.55,-3.9
30-July-2015,2510.0,2515.0,2477.0,2480.95,2491.515690063956,50191,3487,125051664.0,26830.0,53.46,38.0,-29.05
31-July-2015,2490.0,2518.5,2488.55,2510.0,2499.7406106392705,41563,2962,103896719.0,16616.0,39.98,29.95,20.0
03-August-2015,2509.9,2524.0,2500.0,2507.95,2513.392661982825,24339,2410,61173464.0,8791.0,36.12,24.0,-1.95
04-August-2015,2510.0,2520.8,2485.8,2509.3,2500.893364223068,30215,2579,75564493.0,10304.0,34.1,35.0,-0.7
05-August-2015,2510.0,2547.85,2510.0,2541.65,2537.205030693217,33395,2909,84729962.0,11341.0,33.96,37.85,31.65
06-August-2015,2550.0,2582.0,2550.0,2574.3,2565.844140467553,39696,2849,101853749.0,14126.0,35.59,32.0,24.3
07-August-2015,2574.3,2574.3,2548.25,2551.7,2558.396419201915,21727,2163,55586279.0,8286.0,38.14,26.05,-22.6
10-August-2015,2563.0,2588.0,2558.3,2570.8,2577.2688321536907,31648,3449,81565404.0,11907.0,37.62,29.7,7.8
11-August-2015,2570.0,2609.95,2544.05,2603.05,2592.529463124017,58412,4837,151434831.0,26017.0,44.54,65.9,33.05
12-August-2015,2603.0,2689.6,2603.0,2671.4,2664.252630739001,200514,8064,534219952.0,91189.0,45.48,86.6,68.4
13-August-2015,2671.5,2682.5,2627.05,2637.4,2655.6647734865696,44898,4134,119234037.0,11717.0,26.1,55.45,-34.1
14-August-2015,2635.1,2713.0,2635.1,2693.65,2686.9219833105217,67947,5797,182568288.0,15598.0,22.96,77.9,58.55
17-August-2015,2694.0,2694.0,2655.45,2684.75,2673.2138135836763,41756,4334,111622716.0,17884.0,42.83,38.55,-9.25
18-August-2015,2700.0,2746.0,2694.2,2734.6,2734.6092388146426,51630,5207,141187875.0,14093.0,27.3,51.8,34.6
19-August-2015,2750.0,2750.95,2718.05,2731.4,2737.968875822841,31294,2863,85681998.0,7990.0,25.53,32.9,-18.6
20-August-2015,2732.0,2732.0,2675.25,2691.2,2701.478363066538,33184,3416,89645858.0,6607.0,19.91,56.75,-40.8
21-August-2015,2690.3,2727.8,2657.0,2675.1,2685.675007386616,54152,5553,145434673.0,12534.0,23.15,70.8,-15.2
24-August-2015,2675.0,2675.0,2570.0,2579.2,2604.5267091851942,83885,6136,218480723.0,28346.0,33.79,105.0,-95.8
25-August-2015,2585.0,2618.1,2536.1,2567.35,2576.5844790437595,77972,6225,200901445.0,23476.0,30.11,82.0,-17.65
26-August-2015,2565.45,2638.95,2514.9,2576.75,2593.497090668041,54308,5277,140847640.0,20368.0,37.5,124.05,11.3
27-August-2015,2615.2,2615.2,2547.0,2577.6,2571.7039741741364,31906,3604,82052787.0,8332.0,26.11,68.2,-37.6
28-August-2015,2599.0,2604.9,2560.0,2570.65,2584.817236770457,40402,4136,104431786.0,10979.0,27.17,44.9,-28.35
31-August-2015,2583.85,2588.45,2533.0,2565.25,2567.2857510709523,42719,3327,109671880.0,13317.0,31.17,55.45,-18.6
01-September-2015,2567.0,2610.0,2531.0,2538.8,2572.769667032564,49194,4720,126564831.0,15559.0,31.63,79.0,-28.2
02-September-2015,2560.0,2619.0,2546.6,2593.2,2596.0514101772314,53433,4810,138714815.0,12596.0,23.57,72.4,33.2
03-September-2015,2614.0,2614.0,2577.0,2605.25,2594.647745599888,28522,2693,74004543.0,6957.0,24.39,37.0,-8.75
04-September-2015,2625.0,2625.0,2542.45,2549.45,2569.7952027891783,45318,4275,116457979.0,9557.0,21.09,82.55,-75.55
07-September-2015,2552.0,2559.5,2535.0,2539.5,2546.4183824168185,23022,2210,58623644.0,5870.0,25.5,24.5,-12.5
08-September-2015,2543.0,2563.7,2523.05,2542.1,2539.6237332053365,256257,4542,650796359.0,214445.0,83.68,40.65,-0.9
09-September-2015,2560.0,2575.0,2546.65,2550.65,2558.9708775437803,31007,2374,79346010.0,12228.0,39.44,28.35,-9.35
10-September-2015,2540.0,2576.0,2527.05,2542.35,2551.042601667179,55303,4359,141080309.0,13718.0,24.81,48.95,2.35
11-September-2015,2549.9,2568.0,2535.2,2545.5,2551.275268554687,40960,3569,104500235.0,13453.0,32.84,32.8,-4.4
14-September-2015,2555.0,2564.7,2545.15,2550.75,2552.8027030149005,17314,2343,44199226.0,8162.0,47.14,19.55,-4.25
15-September-2015,2550.75,2558.0,2536.0,2543.15,2546.9164053111353,34117,4277,86893147.0,11312.0,33.16,22.0,-7.6
16-September-2015,2548.0,2563.95,2543.5,2551.15,2553.9774038461537,20800,1848,53122730.0,6904.0,33.19,20.45,3.15
18-September-2015,2560.0,2585.0,2547.8,2554.15,2575.3777595040797,47427,3443,122142441.0,11949.0,25.19,37.2,-5.85
21-September-2015,2550.0,2554.15,2534.15,2550.7,2545.4338302626284,27301,2255,69492889.0,13197.0,48.34,20.0,0.7
22-September-2015,2554.15,2575.0,2493.9,2526.35,2537.482048752047,44593,4269,113153937.0,14745.0,33.07,81.1,-27.8
23-September-2015,2527.0,2557.3,2515.0,2534.05,2534.637033438589,37053,3236,93915906.0,11181.0,30.18,42.3,7.05
24-September-2015,2534.0,2583.95,2531.9,2575.6,2565.199105883765,66658,5195,170991042.0,26536.0,39.81,52.05,41.6
28-September-2015,2580.0,2618.95,2580.0,2590.35,2601.572636905837,27665,2636,71972507.0,6141.0,22.2,38.95,10.35
29-September-2015,2572.0,2632.0,2570.0,2590.2,2604.281055900621,37352,3847,97275106.0,7344.0,19.66,62.0,18.2
30-September-2015,2630.0,2641.8,2571.55,2587.7,2584.785965144788,45273,4245,117021015.0,20747.0,45.83,70.25,-42.3
01-October-2015,2600.0,2645.0,2590.6,2639.7,2631.972089314195,55176,4716,145221692.0,18821.0,34.11,54.4,39.7
05-October-2015,2650.0,2769.0,2650.0,2713.45,2710.604506712717,107706,8032,291948369.0,47752.0,44.34,119.0,63.45
06-October-2015,2725.0,2725.4,2680.2,2695.7,2704.243032664069,66740,4060,180481180.0,34440.0,51.6,45.2,-29.3
07-October-2015,2695.7,2716.45,2647.1,2655.1,2684.139790018259,65720,6309,176401667.0,23868.0,36.32,69.35,-40.6
08-October-2015,2665.05,2678.0,2620.5,2634.75,2641.7713984452525,48368,4475,127777199.0,19695.0,40.72,57.5,-30.3
09-October-2015,2678.0,2678.0,2610.0,2629.85,2629.343118644068,59000,3789,155131244.0,26420.0,44.78,68.0,-48.15
12-October-2015,2667.0,2670.0,2585.3,2592.4,2611.7017399372407,95923,12316,250522266.0,36733.0,38.29,84.7,-74.6
13-October-2015,2605.0,2612.45,2568.05,2597.4,2588.927193579328,121981,8946,315799928.0,28454.0,23.33,44.4,-7.6
14-October-2015,2550.0,2550.0,2480.0,2483.4,2496.515313880641,361698,21560,902984596.0,109647.0,30.31,70.0,-66.6
15-October-2015,2490.0,2505.0,2465.0,2468.65,2491.200421815941,421985,11944,1051249210.0,355393.0,84.22,40.0,-21.35
16-October-2015,2490.0,2492.0,2470.0,2475.95,2479.887587780899,56960,5125,141254397.0,24133.0,42.37,22.0,-14.05
19-October-2015,2478.0,2493.0,2458.0,2486.85,2474.239606809529,78537,6967,194319356.0,22649.0,28.84,35.0,8.85
20-October-2015,2493.0,2529.8,2492.5,2526.7,2518.784308343156,61931,4905,155990831.0,19415.0,31.35,37.3,33.7
21-October-2015,2526.75,2542.2,2518.7,2525.5,2532.3168289471546,61519,4993,155785599.0,26674.0,43.36,23.5,-1.25
23-October-2015,2535.0,2542.0,2527.05,2536.2,2534.964504219409,37920,2721,96125854.0,17826.0,47.01,14.95,1.2
26-October-2015,2545.0,2548.0,2517.0,2535.2,2528.8121854993037,42329,2998,107042091.0,17725.0,41.87,31.0,-9.8
27-October-2015,2535.2,2543.95,2521.45,2529.8,2530.8763766781985,31507,2454,79740322.0,13648.0,43.32,22.5,-5.4
28-October-2015,2526.0,2530.0,2507.6,2524.65,2522.8029634471864,36714,2963,92622188.0,14757.0,40.19,22.4,-1.35
29-October-2015,2530.0,2530.0,2493.0,2496.15,2500.5116325667336,89834,5507,224630962.0,56454.0,62.84,37.0,-33.85
30-October-2015,2501.0,2511.0,2485.0,2497.3,2497.231421240722,43652,3130,109009146.0,18517.0,42.42,26.0,-3.7
02-November-2015,2497.0,2516.9,2488.05,2511.2,2506.024665201925,38232,3354,95810335.0,13660.0,35.73,28.85,14.2
03-November-2015,2520.0,2545.55,2518.55,2542.6,2536.113553113553,35490,3697,90006670.0,14541.0,40.97,27.0,22.6
